Variable,Variable Number,Topic,Topic Number,Subtopic,Subtopic Number,Survey Years,Availability,Description,Table Name,Type,Edit Flag Variable,Imputation Strategy,Response Codes,Question Text,Instrument Variable Name(s),Disclosure,Conditions in Universe,User Notes
SEARCHPUB,3,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,"Flag indicating respondent, who moved in last two years, found home through newspaper or publication",HOUSEHOLD,Character,JSEARCHPUB,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Did you find your home in a newspaper or other publication?,HEARHSPUB,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
SEARCHREA,4,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,"Flag indicating respondent, who moved in last two years, found home through real estate agent",HOUSEHOLD,Character,JSEARCHREA,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Did you find your home from talking with a real estate agent?,HEARHSREA,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
SEARCHLIST,5,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,"Flag indicating respondent, who moved in last two years, found home through apartment rental agency listing",HOUSEHOLD,Character,JSEARCHLIST,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Did you find your home on an apartment rental agency listing?,HEARHSLIST,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
SEARCHSIGN,6,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,"Flag indicating respondent, who moved in last two years, found home through sign outside of building",HOUSEHOLD,Character,JSEARCHSIGN,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Did you find your home on a sign on outside of building/house?,HEARHSSIGN,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
SEARCHOTH,7,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,"Flag indicating respondent, who moved in last two years, found home through some other way",HOUSEHOLD,Character,JSEARCHOTH,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Did you find your home in some other way?,HEARHSOTH,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
SEARCHSTOP,8,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Reason for stopping housing search sooner than preferred,HOUSEHOLD,Character,JSEARCHSTOP,Coming soon,"1: Yes, because had to move quickly||2: Yes, because had difficulty with travel||3: Yes, had to move quickly and had difficulty with travel||4: Yes, no reason given||5: No||N or -6: Not applicable",See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',"SEARCHSTOP is determined using STOPLOOK (Did you end your housing search sooner than you would have liked?), STPLKTIME (Did you end your housing search because you had to move quickly and did not have time to fully explore your housing options?), and STPLKTRAV (because you had difficulty traveling to other neighborhoods to find preferred housing?)."
NRATE,9,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Rating of current neighborhood,HOUSEHOLD,Character,JNRATE,Coming soon,1: Better||2: Worse||3: About the same||4: Same neighborhood||M or -9: Not reported||N or -6: Not applicable,"Is this neighborhood better, worse, or about the same as your last neighborhood?",XNRATE,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1',
HRATE,10,Recent Movers,12,Housing Search,2,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Rating of current home,HOUSEHOLD,Character,JHRATE,Coming soon,1: Better||2: Worse||3: About the same||M or -9: Not reported||N or -6: Not applicable,"Is this housing unit better, worse, or about the same as your last home?",XHRATE,None,INTSTATUS = '1' and (((INTYR - 2) < MOVE) or (((INTYR - 2) = MOVE) and INTMONTH <= MOVM)) and RESPONDENT = '1',
MVG1LOC,1,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating move was more than 50 miles (mover group 1),HOUSEHOLD,Character,JMVG1LOC,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1',"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code."
MVG1TYPE,2,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of structure of former home (mover group 1),HOUSEHOLD,Character,JMVG1TYPE,Coming soon,1: House||2: Apartment||3: Mobile home||4: Some other type of residence||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. Was that residence a ___.,XUNIT,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1',
MVG1TEN,3,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Tenure of former home (mover group 1),HOUSEHOLD,Character,JMVG1TEN,Coming soon,1: Owned or being bought by someone in that household||2: Rented for cash||3: Occupied without payment of cash rent||N or -6: Not applicable,This question is about where you lived just before moving here. Was that home ___.,XTEN,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1' and MVG1TYPE in ('1' '2' '3' 'M'),
MVG1PER,4,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of people in former home (mover group 1),HOUSEHOLD,Numeric,JMVG1PER,Coming soon,1 : 30: 1 to 30 people||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. How many people lived in that household just before the move?,XPER,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1' and MVG1TYPE in ('1' '2' '3' 'M'),
MVG1STAT,5,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating former home was owned or rented by someone in current home (mover group 1),HOUSEHOLD,Character,JMVG1STAT,Coming soon,1: Previous unit owned / rented by someone who moved here||2: Previous unit owned / rented by someone else - relative||3: Previous unit owned / rented by someone else - nonrelative||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1' and MVG1TYPE in ('1' '2' '3' 'M'),MVGXSTAT is determined using XHEAD (Was that unit owned/rented by someone who moved here?) and XREL (Was it owned/rented by a relative?).
MVG1COST,6,Recent Movers,12,Mover Group 1 Details,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Comparison of housing costs to former home (mover group 1),HOUSEHOLD,Character,JMVG1COST,Coming soon,1: Increased||2: Decreased||3: Stayed about the same||M or -9: Not reported||N or -6: Not applicable,"When you moved, did your housing costs increase, decrease, or stay about the same?",XCOST,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '1' and MVG1TYPE in ('1' '2 '3' 'M'),
MVG2LOC,1,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating move was more than 50 miles (mover group 2),HOUSEHOLD,Character,JMVG2LOC,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2',"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code."
MVG2TYPE,2,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of structure of former home (mover group 2),HOUSEHOLD,Character,JMVG2TYPE,Coming soon,1: House||2: Apartment||3: Mobile home||4: Some other type of residence||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. Was that residence a ___.,XUNIT,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2',
MVG2TEN,3,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Tenure of former home (mover group 2),HOUSEHOLD,Character,JMVG2TEN,Coming soon,1: Owned or being bought by someone in that household||2: Rented for cash||3: Occupied without payment of cash rent||N or -6: Not applicable,This question is about where you lived just before moving here. Was that home ___.,XTEN,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2' and MVG2TYPE in ('1' '2' '3' 'M'),
MVG2PER,4,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of people in former home (mover group 2),HOUSEHOLD,Numeric,JMVG2PER,Coming soon,1 : 30: 1 to 30 people||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. How many people lived in that household just before the move?,XPER,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2' and MVG2TYPE in ('1' '2' '3' 'M'),
MVG2STAT,5,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating former home was owned or rented by someone in current home (mover group 2),HOUSEHOLD,Character,JMVG2STAT,Coming soon,1: Previous unit owned / rented by someone who moved here||2: Previous unit owned / rented by someone else - relative||3: Previous unit owned / rented by someone else - nonrelative||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2' and MVG2TYPE in ('1' '2' '3' 'M'),MVGXSTAT is determined using XHEAD (Was that unit owned/rented by someone who moved here?) and XREL (Was it owned/rented by a relative?).
MVG2COST,6,Recent Movers,12,Mover Group 2 Details,4,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Comparison of housing costs to former home (mover group 2),HOUSEHOLD,Character,JMVG2COST,Coming soon,1: Increased||2: Decreased||3: Stayed about the same||M or -9: Not reported||N or -6: Not applicable,"When you moved, did your housing costs increase, decrease, or stay about the same?",XCOST,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '2' and MVG2TYPE in ('1' '2' '3' 'M'),
MVG3LOC,1,Recent Movers,12,Mover Group 3 Details,5,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating move was more than 50 miles (mover group 3),HOUSEHOLD,Character,JMVG3LOC,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '3',"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code."
MVG3TYPE,2,Recent Movers,12,Mover Group 3 Details,5,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Type of structure of former home (mover group 3),HOUSEHOLD,Character,JMVG3TYPE,Coming soon,1: House||2: Apartment||3: Mobile home||4: Some other type of residence||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. Was that residence a ___.,XUNIT,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '3',
MVG3TEN,3,Recent Movers,12,Mover Group 3 Details,5,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Tenure of former home (mover group 3),HOUSEHOLD,Character,JMVG3TEN,Coming soon,1: Owned or being bought by someone in that household||2: Rented for cash||3: Occupied without payment of cash rent||N or -6: Not applicable,This question is about where you lived just before moving here. Was that home ___.,XTEN,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '3' and MVG3TYPE in ('1' '2' '3' 'M'),
MVG3PER,4,Recent Movers,12,Mover Group 3 Details,5,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Number of people in former home (mover group 3),HOUSEHOLD,Numeric,JMVG3PER,Coming soon,1 : 30: 1 to 30 people||M or -9: Not reported||N or -6: Not applicable,This question is about where you lived just before moving here. How many people lived in that household just before the move?,XPER,None,INTSTATUS = '1' and ((([year of survey] - 2) < MOVE) or ((([year of survey] - 2) = MOVE) and [month of survey] <= MOVM)) and MOVERGRP = '3' and MVG3TYPE in ('1' '2' '3' 'M'),
